Target: HSEYE5

Observer: Bahrain
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
06 May 2022 07:21:52.892    06 May 2022 07:29:46.855      473.96218604    
06 May 2022 09:00:07.296    06 May 2022 09:06:04.759      357.46313258    
06 May 2022 22:34:19.157    06 May 2022 22:36:17.731      118.57432164    
07 May 2022 00:08:14.782    07 May 2022 00:16:24.738      489.95549254    
07 May 2022 01:47:22.971    07 May 2022 01:53:11.004      348.03295025    
07 May 2022 05:06:37.667    07 May 2022 05:09:49.691      192.02386478    
07 May 2022 06:42:49.080    07 May 2022 06:50:25.710      456.63052902    
07 May 2022 08:20:34.920    07 May 2022 08:27:29.222      414.30169882    
07 May 2022 23:29:08.164    07 May 2022 23:37:13.076      484.91262014    
08 May 2022 01:07:44.154    08 May 2022 01:14:12.521      388.36663971    
08 May 2022 04:27:53.933    08 May 2022 04:29:46.002      112.06870131    
08 May 2022 06:03:46.132    08 May 2022 06:10:58.712      432.57982652    
08 May 2022 07:41:10.547    08 May 2022 07:48:41.372      450.82471725    
08 May 2022 22:50:07.061    08 May 2022 22:57:56.651      469.58977212    
09 May 2022 00:28:08.939    09 May 2022 00:35:11.460      422.52010941    
09 May 2022 02:09:48.767    09 May 2022 02:10:45.387      56.619986845    
09 May 2022 05:24:43.875    09 May 2022 05:31:26.023      402.14799915    
09 May 2022 07:01:51.180    09 May 2022 07:09:44.088      472.90798423    
09 May 2022 22:11:12.593    09 May 2022 22:18:34.246      441.65305701    
09 May 2022 23:48:37.421    09 May 2022 23:56:07.808      450.38652183    
10 May 2022 01:29:29.820    10 May 2022 01:32:12.014      162.19373778    
10 May 2022 04:45:42.233    10 May 2022 04:51:47.756      365.52351464    
10 May 2022 06:22:35.222    10 May 2022 06:30:38.846      483.62427971    
10 May 2022 21:32:26.747    10 May 2022 21:39:03.770      397.02267302    
10 May 2022 23:09:09.760    10 May 2022 23:17:01.440      471.67987470    
11 May 2022 00:49:29.498    11 May 2022 00:53:20.141      230.64284505    
11 May 2022 04:06:41.251    11 May 2022 04:12:03.946      322.69485688    
11 May 2022 05:43:21.697    11 May 2022 05:51:26.512      484.81549295    
11 May 2022 07:22:42.157    11 May 2022 07:26:15.646      213.48881260    
11 May 2022 20:53:53.738    11 May 2022 20:59:20.901      327.16364079    
11 May 2022 22:29:46.174    11 May 2022 22:37:52.130      485.95649649    
12 May 2022 00:09:35.227    12 May 2022 00:14:22.701      287.47381540    
12 May 2022 03:27:41.197    12 May 2022 03:32:14.471      273.27387262    
12 May 2022 05:04:09.956    12 May 2022 05:12:07.636      477.67976137    
12 May 2022 06:42:37.051    12 May 2022 06:48:06.271      329.22030523    
12 May 2022 20:15:47.049    12 May 2022 20:19:12.044      204.99546197    
12 May 2022 21:50:26.959    12 May 2022 21:58:39.546      492.58691875    
12 May 2022 23:29:45.194    12 May 2022 23:35:21.791      336.59724923    
13 May 2022 02:48:42.840    13 May 2022 02:52:18.767      215.92705124    
13 May 2022 04:24:59.547    13 May 2022 04:32:42.585      463.03860128    
13 May 2022 06:02:54.109    13 May 2022 06:09:30.682      396.57323307    
13 May 2022 21:11:12.527    13 May 2022 21:19:23.207      490.68009319    
13 May 2022 22:49:58.937    13 May 2022 22:56:18.095      379.15858829    
14 May 2022 02:09:48.678    14 May 2022 02:12:14.613      145.93548761    
14 May 2022 03:45:50.148    14 May 2022 03:53:11.621      441.47300650    
14 May 2022 05:23:21.160    14 May 2022 05:30:40.918      439.75819987    
14 May 2022 20:32:03.485    14 May 2022 20:40:02.420      478.93477053    
14 May 2022 22:10:16.380    14 May 2022 22:17:11.845      415.46474603    
15 May 2022 03:06:41.539    15 May 2022 03:13:34.933      413.39403772    
15 May 2022 04:43:54.164    15 May 2022 04:51:40.891      466.72725622    
15 May 2022 19:53:00.787    15 May 2022 20:00:36.130      455.34295019    
15 May 2022 21:30:37.593    15 May 2022 21:38:03.063      445.46960145    
15 May 2022 23:11:39.078    15 May 2022 23:14:03.435      144.35626758    
16 May 2022 02:27:33.591    16 May 2022 02:33:52.661      379.06971927    
16 May 2022 04:04:31.131    16 May 2022 04:12:32.459      481.32898060    
16 May 2022 19:14:06.064    16 May 2022 19:21:02.589      416.52489480    
16 May 2022 20:51:02.721    16 May 2022 20:58:51.649      468.92833655    
16 May 2022 22:31:30.714    16 May 2022 22:35:07.520      216.80592679    
17 May 2022 01:48:26.280    17 May 2022 01:54:04.885      338.60512533    
17 May 2022 03:25:10.890    17 May 2022 03:33:16.665      485.77482062    
17 May 2022 05:05:00.691    17 May 2022 05:07:30.873      150.18212898    
